id,student_id,restriction
76259535-1fb3-4113-a693-00d5e279798e,e47d10f0-5e91-4ed3-9ce1-e441f8d795a4,halal
77307931-108d-41b8-8c81-4e7e6a2ce5c6,41975c48-9ea1-41ed-9705-c1bf2776d129,gluten_free
828bc458-b137-4c94-8fd3-dcf834cd0c8e,c4be8d29-acca-4c73-a7dc-fa3aa9a8a5d5,vegetarian
861df50f-01c6-4889-b903-7708abbac332,7a257288-8eb5-4dc5-8da1-654e71d15674,no_shellfish
8dea07b4-602e-46c2-9868-193632a20282,048c89d1-91f8-45d3-aa4e-a20a09097079,dairy_free
90770113-b03b-4cb5-bd79-62e0a65304b2,416afd64-94ff-4bba-8f79-cbefe1edc794,vegetarian
912d35af-a1fd-4374-8ec2-a2be9228d616,0785126b-c15a-4657-9a0c-4934fd242d03,no_beef
97e91480-5c20-47a7-bfad-66554e381c41,65792b50-4558-4850-b236-4db3eadd7af1,halal
9851451c-48d7-47cd-84ab-dbc2df573e95,3d0f468a-6b97-4773-ae56-c53f048b9173,no_shellfish
a20d321b-b670-47b4-a28a-637e28d50506,759963f3-f82c-49b9-8c79-556e45fbc9a7,no_beef
a282b3bb-3f0b-45d0-999c-90ce2c59f897,3d0f468a-6b97-4773-ae56-c53f048b9173,nut_free
a4f99cc3-04dd-4e3c-babe-b201d13de62d,dea7bbfc-c7a8-46ee-b55e-fde672d4ea45,nut_free
a751c2c1-688a-47ba-8d2c-af0b1f66b964,dcfb4e6c-7095-4df5-aa41-d81f97c9c6ed,halal
a94c0778-6dc4-49ef-bb1b-979f13dbb73b,ea5f2663-d9d4-4254-9b0f-31e7f0b4eaee,vegetarian
aae6974a-bbc6-4a76-b711-1386e22da9cc,3d0f468a-6b97-4773-ae56-c53f048b9173,no_fish
ac7740e9-131c-43b1-af78-9c117c27e53f,9f545c9f-4101-4223-ae02-8f2b677dd35e,gluten_free
ad603c80-7187-4d9e-9622-623f07cbe45b,ccff7fa9-479d-4fbb-ae9c-074e1943c0bd,no_shellfish
adbb3aac-a9ed-4f2c-8e5d-6dae7e9c3b81,4ca0b268-650f-4954-bca1-184bd82acecf,no_pork
b2fcd2e7-341d-4232-8555-1661333f6f7c,f888379a-7d3a-4620-98b9-849ca9f0c563,no_beef
b53ca416-1d7e-4ac7-a04f-54d1cd3b5fba,3a5e266f-c03e-40b7-863a-100a8df8575b,no_beef
c389c555-e6f2-4ac4-8e21-6c6f188217cc,8ad2ba09-5d00-438b-a6cb-c16447677fe2,halal
c43d905f-b339-4bdf-b5d8-433f7ceff6e5,1754da4b-08f9-4ce8-b922-b71fb5539ed9,nut_free
ce34d8ee-0eca-4a9d-b46b-ec2f3114bbf5,263048dc-d198-41f4-8a7d-2c4d06e3d72a,nut_free
d56e81bf-3645-46b3-819c-6ca47606eb12,9f545c9f-4101-4223-ae02-8f2b677dd35e,dairy_free
d7c2d8ff-9ee3-4a9d-9704-011c3b418299,04944dd4-8921-48cc-b5c2-3501a6dd1d2f,no_red_meat
de01eb33-65eb-47f3-bfed-19b8a6917391,a41cc784-d89b-45bd-938a-54eab5950206,vegetarian
e4e071f8-3b3e-4b62-af37-e3764a07beac,485ecba1-787e-4331-aaa7-e246f7206474,no_fish
ec0f22dd-a110-4069-8377-b13cd1acafbd,e7f545e0-c0d4-44d2-811e-ff28ce7b7f3a,vegetarian
ec6e450f-48a1-44c3-9c99-71df101c6abf,a11f5135-8220-48cf-b86e-df7c4f95a7ae,nut_free
ece10199-2b9c-42b8-8ea8-ae96b355efac,af6aba23-d7b2-47ae-ba8e-b6199290632b,no_beef
ff6467db-6d78-4eb0-bf40-ac28bfdd9e3c,e83ef64e-d212-4eeb-a397-168199e38770,no_fish
